Column1,date,title,text,day,month,year,link
2702, 04 juli 2009 kl. 13.46,Troligen inget brott bakom kvinnodöd,Göteborg. Hittills tyder inget på att ett brott låg bakom en kvinnas död i Askim i södra Göteborg. Hon hittades på en äng i torsdags. Kvinnan är inte identifierad och den rättsmedicinska undersökningen görs nästa vecka. ,04,juli,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/jP3pvb/troligen-inget-brott-bakom-kvinnodod
2703,NULL,NULL,NULL,NULL,NULL,NULL,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/A2RX3x/mordfriad-tonaring-far-30-000-kronor
2704, 25 augusti 2009 kl. 00.00,NULL,"Men igår, när sensommarsolen stack ut ögonen på Stadion, satt klackarna tempen rakt in i sina lag och kände efter. Det var ingen särskilt bra fotbollsmatch, men det var den bästa Djurgården gjort på evigheter. Osäkerheten har legat som en körtelfeber över Dif i år, från styrelsenivå och ner i närkamperna, men Andrée Jeglertz och, tidigare, Zoran Lukic har bara ökat den osäkerheten med att konstant låta spelarna spela på bortaplan. Är vi underlägsna motståndarna? Jamen, då försöker vi spela seriens offensivaste fotboll. Är du anfallare? Jamen, då får du spela mittback. Är du expert på att spela bakom en tung forward? Jamen, då gör vi dig till ensam center. I en hel säsong har Djurgården kämpat med att få in fyrkantiga bitar i runda hål. I går gav de upp. Mikael Dahlberg spelade äntligen i anfallet, knackade ner bollar till Johan Oremo, avslutade en hel del själv och var väldigt belåten med sin roll efteråt. Den begränsade Dan Burlin lät Daniel Sjölund ta ett kliv fram på mittfältet. Och resten av laget fick bara slita hjärtat ur sig. Jag tror inte att Djurgårdens spelare varit dåliga på att KÄMPA i år. Jag tror bara att de fått fel form att göra det i. När de äntligen insåg vad de kan och vad de inte kan var de ett hyfsat fotbollslag, i alla fall tillräckligt hyfsat för att i långa perioder knacka ner ett IFK Göteborg som saknade varje uns av självinsikt. IFK kom till Stadion med en rätt ovan 4-2-3-1, utan passningskungen Stefan Selakovic och med en halv skyttekung i Tobias Hysén. De mötte ett Dif som jagade för livet och som alltså gjorde det helt okej. IFK Göteborgs lösning var att spela nonchalant, smånätt fotboll genom ett innermittfält som inte var nära att klara av det. De tappade boll nio gånger av tio, men fortsatte ändå med skarvar, direktspel och bekymmerslöshet som konstant gav dem bekymmer. Det var som att se små instängda fåglar som om och om igen flyger rakt in i ett fönsterglas. Nu fick de tio hemska slutminuter istället, när de spelade för mycket på chans och var för trötta för att fatta vettiga beslut. IFK kunde stulit matchen där och då, men de hade inte förtjänat det. Men igår gick de av Stadion med applåder och sång bakom sig. På måndag möter Djurgården Gais, i Göteborg. Det är en ödesmatch som väger så tungt att ingen ens vill tänka på det. Det är svårt att veta allt om ödesmatchers dynamik på förhand. Men jag vet att de alltid är lättare att spela med luft i bröstet och rak rygg. ",25,augusti,2009,https://www.aftonbladet.se/sportbladet/fotboll/a/xRJdol/bank-tro-inte-att-ni-kan-spela-som-barca-blavitt
2705, 01 juli 2009 kl. 21.40,Lundin krossar allt motstånd,"Allsång, fotboll och mord. Det lockade förra veckans tv-tittande svenskar till att ta plats framför 1900-talets mest utstirrade uppfinning. Och mest utstirrad förra veckan var Anders Lundin, enligt statistik från MMS. Ödesmatchen mellan England och Sverige i U21-EM var något populärare på TV4. Fotbollen sög både tredje- och fjärde-placeringen bland förra veckans mest lockande tv-program. ",01,juli,2009,https://www.aftonbladet.se/nojesbladet/tv/a/L0om29/lundin-krossar-allt-motstand
2706, 01 juli 2009 kl. 16.24,Lundin krossar allt motstånd,"Allsång, fotboll och mord. Det lockade förra veckans tv-tittande svenskar till att ta plats framför 1900-talets mest utstirrade uppfinning. Och mest utstirrad förra veckan var Anders Lundin, enligt statistik från MMS. Ödesmatchen mellan England och Sverige i U21-EM var något populärare på TV4. Fotbollen sög både tredje- och fjärde-placeringen bland förra veckans mest lockande tv-program. ",01,juli,2009,https://www.aftonbladet.se/nojesbladet/tv/a/XwoEyn/lundin-krossar-allt-motstand
2707, 13 augusti 2009 kl. 00.00,Hon dödades av sin kompis,"Gravljusen och marschallerna lyser upp mörkret på Skolstigen i Sparsör utanför Borås. Rosor, nallebjörnar och kort med sista hälsningar från kompisarna markerar platsen där den 16-åriga flickan hittades mördad i söndags. I lördags hade hon som så många andra ungdomar i området varit på en fest. Sent på natten var hon på väg hem och sågs sista gången vid busshållplatsen på vägen mot samhället Fristad. Men hon kom aldrig hem. Först dagen därpå hittades hon av en polishund. Flickan låg död i buskaget bakom busskuren, ihjälslagen. Bara efter några timmar tar polisen in en jämnårig kompis och tidigare skolkamrat för förhör. Han var med på festen och väntade tillsammans med henne vid busshållplatsen. Efter ett 30 minuter långt förhör anhålls han misstänkt för att ha mördat sin egen vän. Senare erkänner han också hur han har misshandlat henne. Fast enligt pojken var det inte meningen att hon skulle dö. I går förmiddag häktades pojken misstänkt för mord. Trots sin låga ålder flyttades han till häktet i Göteborg, som har särskilda platser för unga misstänkta. Enligt chefsåklagaren Urban Svenkvist kommer han att få träffa sin familj. Enligt Urban Svenkvist har den misstänkte berättat vad som hände, men något motiv tycks inte finnas. I går kväll körde flera hundra motorcyklar förbi mordplatsen i en manifestation mot våld. Även flickans familj var på plats. ",13,augusti,2009,https://www.aftonbladet.se/nyheter/a/Ony0VO/hon-dodades-av-sin-kompis
2708, 03 november 2009 kl. 14.35,Innerst inne har ni alltid avskytt Guillou,"Jan Guillous tramp i KGB-klaveret gjorde honom plötsligt till en åtråvärd munsbit för dessa hungriga käftar. De flesta kritikerna har innerst inne alltid avskytt Guillou men inte haft något riktigt bra skäl att kasta sig över honom. Nu infann sig det efterlängtade ögonblicket. Visst var det korkat av Guillou att inte berätta för Säpo om sina KGB-kontakter och att inte offentligt avslöja, hur det var att arbeta som KGB-agent. Detta hade tveklöst blivit ett rejält journalistiskt scoop, hur harmlösa Guillous kontakter med KGB än må ha varit.  Det här handlar om den största politiska lögn och det största politiska hyckleri, som någon svensk regering vilselett det svenska folket med sen samlingsregeringens dagar under krigsåren.   ",03,november,2009,https://www.aftonbladet.se/nyheter/kolumnister/a/3jBGd9/innerst-inne-har-ni-alltid-avskytt-guillou
2709, 08 oktober 2009 kl. 00.00,NULL,"Familjen är djupt skakad över att polisen har gått ut med uppgifterna om mordutredningen som startades efter sonens död. Han och övriga familjen ser ingen annan utväg än att tro på sonen. Pappan var en omtyckt och skicklig läkare. Men han pensionerades i förtid på grund av utbrändhet och värk, enligt en källa. Farbrodern beskriver relationen mellan far och son som mycket god. ingen ekonomisk problematik, ingenting. Föräldrarna skildes tidigt och efter att den äldre brodern flyttat till USA bodde 26-åringen ensam med sin pappa i huset. Efter 63-åringens försvinnande beskriver grannar hur sonen isolerade sig. För det mesta var hans enda sällskap hunden. För snart ett år sedan dömdes 26-åringen till dagsböter och skadestånd efter att ha hotat en 15-årig kompis till sin systerdotter. Efteråt kom han maskerad hem till familjen och sparkade bland annat den då 15-åriga flickan i ansiktet. Till polisen sa han att han var orolig för sin systerdotter. Vi har aldrig sett att han varit våldsam mot någon i familjen, säger 26-åringens farbror. I villaområdet beskrivs sonen som omtänksam och intelligent. 2006 påbörjade 26-åringen en ingenjörsutbildning på Chalmers tekniska högskola i Göteborg. Under senare år arbetade han också extra som personlig assistent. Men enligt kurskamraterna var han inte i skolan så ofta. ändå utskälld av läraren för att han inte följt instruktionerna, säger en före detta studiekamrat. Sedan ett år deltog han inte alls i undervisningen. Till sina grannar sa han att han pluggade på distans. Men ju längre tiden gick desto oftare sa sonen att pappan nog aldrig skulle komma tillbaka. ",08,oktober,2009,https://www.aftonbladet.se/nyheter/a/BJrXJw/familjen-han-har-inte-dodat
2710, 30 juni 2009 kl. 01.31,Knivdåd mot kvinna beställningsjobb?,"Göteborg. En kvinna från Sverige blev svårt knivskuren i Irak. En släkting greps av irakisk polis för dådet. Nu utreder svensk polis om attacken i själva verket var ett beställningsjobb från kvinnans släkt i Sverige. Den svenska brottsrubriceringen är anstiftan till försök till mord, enligt vice chefsåklagare Thomas Ahlstrand, internationella åklagarkammaren i Göteborg. Kvinnan, svensk medborgare och politiskt aktiv på sin hemort, är övertygad om att överfallet på henne den irakiska staden Kirkuk i april skedde i samråd med släktingar i Sverige. Hon har vägrat underordna sig en man med stort inflytande i delar av den svenska släkten, enligt vad hon uppger för Göteborgs-Posten. Knivattacken mot kvinnan i Kirkuk var våldsam. Hon fick fem knivhugg, en av lungorna punkterades och hon kämpade för sitt liv på sjukhus. Mannen i Irak, som greps efter attacken, ställs inför rätta snart. Kvinnan är kallad att vittna men fruktar att hon då ska utsättas för ytterligare våld. ",30,juni,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRxoPV/knivdad-mot-kvinna-bestallningsjobb
2711, 13 augusti 2009 kl. 00.00,Läkaren åtalas,"Socialstyrelsens vetenskapliga råd har granskat den rättsmedicinska analys som gjordes efter att den lilla flickan dog på Astrid Lindgrens barnsjukhus. I går avslöjade tidningen Dagens Medicin att ett yttrande visar att rådet är överens om att flickan sannolikt fick en väldigt stark dos av narkosmedlet Tiopental kort innan hon avled. Utlåtandet har skrivits av Rune Dahlqvist, professor i klinisk farmakologi i Umeå. Av det framgår att han och den andre experten i rådet, Krister Nilsson, överläkare vid Drottning Silvias barnsjukhus i Göteborg, är överens om slutsatsen. Åklagaren vill dock inte avslöja om han beslutat väcka åtal eller inte. Men enligt vad Aftonbladet erfar kommer den kvinnliga läkaren att ställas inför rätta för att ha dödat barnet. Men det är inte klart hur åtalet kommer att rubriceras. Läkaren är delgiven misstanke om mord, men har varit häktad för det något mindre allvarliga brottet dråp. Rapporten är en framgång för chefsåklagaren, som kritiserats hårt för att han inte lagt ner förundersökningen mot den misstänkta överläkaren. Läkaren greps på sin arbetsplats i början av mars i år men släpptes en vecka senare. Hon har under hela utredningen nekat till att ha dödat barnet och hennes advokat Björn Hurtig anser inte att det nya utlåtandet bevisar någonting. Hurtig ifrågasätter även hur åklagaren vid en rättegång ska kunna bevisa att just hans klient injicerat den dödliga dosen. ",13,augusti,2009,https://www.aftonbladet.se/nyheter/a/BJre37/lakaren-atalas
2712, 04 december 2008 kl. 09.18,Två gripna för mord i Göteborg,"Misstänks ha mördat 17-åring i söndags De två personer som anhållits i sin frånvaro misstänkt för mordet på en 17-årig pojke i Göteborg har gripits, uppger Göteborgs-Posten på nätet. Enligt polisens hemsida greps de i onsdags kväll med hjälp av poliser i Malmö. De har förts till Göteborg. Misstankarna mot dem är mord och rån. I tisdagskväll anhölls en tredje person misstänkt för medhjälp till rån. Den 17-årige pojken hittades död i Änggården i Göteborg i söndags. ",04,december,2008,https://www.aftonbladet.se/nyheter/a/G1rk5V/tva-gripna-for-mord-i-goteborg
2713, 14 augusti 2009 kl. 13.07,NULL,"Situationen i södra Ryssland beskrivs som den värsta på flera år Den officiella bilden, den officiella freden. Verkligheten beskrivs annorlunda. Orden är Sergej Sokolovs. Han är chefredaktör för den ryska tidningen Novaja Gazeta, mest känd för att reportern Anna Politkovskaja arbetade där. Hon mördades för snart tre år sedan. Sergej Sokolov och tidningsledningen har beslutat att för en obestämd tid upphöra med sin bevakning av Tjetjenien. Samma beslut har organisationen Memorial tagit. För första gången på nio år stoppar man all verksamhet i regionen. Att föra statistik över kidnappningar, tortyr och mord i Rysslands södra delar är Memorials specialgren. Nu upphör Memorial med arbetet. Deras främsta medarbetare Natalja Estemirova har själv förts bort och mördats. Att avslöja övergrepp, berätta offrens historier och granska den tjetjenska makten tillhör tidningen Novaja Gazetas specialgren. Deras främsta reporter på området, Anna Politkovskaja, har mördats. Nu begränsar tidningen sitt arbete i regionen. Mördad är också advokaten Stanislav Markelov. I januari i år sköts han till döds på öppen gata i Moskva. Även han arbetade aktivt med att företräda offer för övergrepp i Tjetjenien.       I uttalandet som publiceras på det svenska ordförandeskapets hemsida skriver man om vikten av en omedelbar, öppen och grundlig utredning av fallen. EU kommer att följa utvecklingen noga. Aftonbladet har sökt utrikesminister Carl Bildt för en kommentar. ",14,augusti,2009,https://www.aftonbladet.se/nyheter/a/J1nGG6/tjetjenien-laglost-land
2714, 02 juli 2009 kl. 21.35,Långa straff för medhjälp till mord,"Göteborg. Två män, båda 26 år gamla, dömdes på torsdagen till fängelse i tio respektive elva år för medhjälp till mord på en 20-årig man som sköts ihjäl i Biskopsgården i Göteborg i september. 20-åringen träffades först av flera hagelskott och blev liggande på marken. Sedan sköts han flera gånger till med kulor från nära håll. Det har inte gått att utreda vem som sköt de dödande skotten. Tingsrätten anser dock att de två 26-åringarna var så starkt delaktiga i händelsen att de döms till långa straff, uppger lokala medier. 20-åringen och de dömda 26-åringarna har koppling till var sitt kriminellt gäng, men åklagaren tror att rent personliga motsättningar låg bakom dödsskjutningen i Biskopsgården. En av männen döms även för grovt vapenbrott och försök till grov misshandel. 20-åringen hade sällskap med flera kamrater när skottlossningen startade. Tingsrätten var inte enig i sin dom. Rådmannen ville fria en av 26-åringarna. Domen kommer troligen att överklagas till hovrätten. ",02,juli,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRxelp/langa-straff-for-medhjalp-till-mord
2715, 05 juli 2009 kl. 19.37,Död man hittad i Göteborg,32-årig man hittad i trapphuset 32-årigen bodde högst upp i ett flerbostadshus med fyra lägenheter. Det kan vara förklaringen till att ingen upptäckt kroppen förrän i dag. Enligt den preliminära bedömningen har mannen varit död i minst två dygn. Polisen öppnade initalt en brottsutredning om dråp alternativt mord. Men efter att tekniker varit på plats avskrevs den. ,05,juli,2009,https://www.aftonbladet.se/nyheter/a/7lP4BV/dod-man-hittad-i-goteborg
2716, 23 juni 2009 kl. 14.58,NULL,"- Webbsidan är en service som svarar på ett växande intresse bland svenskar som vill besöka inspelningsplatserna. Den är också en portal för alla de som vill uppleva en genuin engelsk landsbygdsstämning med väl bevarade småbyar, inbjudande pubar, pittoreska kyrkor och gömda köpgator, säger Gary Robson, Nordenchef på Visit Britain. Enligt turistbyrån har var femte turist som besöker Storbritannien inspirerats av platser och miljöer i biofilmer och brittiska tv-serier. Destinations reporter reste i Tom Barnabys fotspår redan för några år sedan, du kan läsa det reportaget  ",23,juni,2009,https://www.aftonbladet.se/resa/a/yvzV9x/rusning-till-midsomer
2717, 13 maj 2009 kl. 14.26,Gängledare dömd till fängelse,"Göteborg. En 32-årig man, ledare i det kriminella gänget Asir i Göteborg, dömdes i dag vid Göteborgs tingsrätt till fem års fängelse för förberedelse till mord. Mannen ska enligt åtalet planerat för att döda två män, ledare för två andra konkurrerande kriminella gäng, bland dem den utpekade ledaren för Bandidos i Göteborg. ",13,maj,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/rL8deK/gangledare-domd-till-fangelse
2718, 24 augusti 2009 kl. 17.36,Det får du inte missa på bokmässan,"Göteborg är inte hela världen - Välkomna till Internationella Torget i H-hallen! Här bjuds ni på cirka 200 gratisseminarium, 49 utställare och en bokhandel med inspirerande litteratur. Internationella Torget är ett nätverk med över 65 organisationer, förlag och myndigheter som arbetar med utvecklingsfrågor, mänskliga rättigheter och med att uppmärksamma de internationella frågorna i Sverige. Nätverkets målsättning är att erbjuda dig som lärare, journalist, bibliotekarie och medborgare, en samlad mötesplats för globala utvecklingsfrågor, bland annat genom att finnas på Bokmässan i Göteborg. Hanssons vilja med stiftelsen var att använda vinsten av förlagets bokförsäljning till kulturella, ideella och allmännyttiga ändamål. Jämför gärna vårt uppdrag med andras tillsammans med oss. Pocketboksserien Formas Fokuserar är ett led i Forskningsrådet Formas arbete med att kommunicera forskningsresultat. Serien är ett debattforum där forskare klargör dagens kunskaps- och debattläge i viktiga samhällsfrågor. Beställ på Missa inte! Starka känslor och stor skaparkraft. I tvångsomhändertagna ungdomars konst händer det saker. Karin Mamma Andersson och Jockum Nordström har varit jury i SiS stora bildtävling och nu finns alla verken samlade i en annorlunda konstbok. Vi delar ut den gratis i vår monter. Där finns även hela utställningen. Du kommer väl? GML Print on Demand AB är ett litet personligt tryckeri med stor kapacitet när det gäller att trycka böcker. Vi hjälper enskilda författare och små förlag att producera, ge ut och distribuera sina böcker. Våra kunder är både författare, som har skrivandet som sitt yrke, och vanliga människor som har kommit fram till att de vill ge ut sin egen bok, t ex släktkrönikor, memoarer, reseberättelser, kokböcker och romaner. Den vanligaste upplagan är 200 böcker, men vi trycker även en bok i taget. Våra författare behåller 80 procent av vinsten när vi säljer deras böcker i vår webbutik. Sex är politik Iran, USA, Västervik eller Litauen. Sexualpolitik är fortfarande ett av världens mest kontroversiella ämnen. Bör abort ses som en mänsklig rättighet? Ska vi snacka porr i skolan? Hur hänger sexualitet ihop med fattigdom? Ottar är Sveriges största sexualpolitiska tidskrift. Ottar bevakar sexualpolitiken - från Sverige till hela världen, från det personliga till det politiska. Kom till vår monter och gå på våra spännande seminarier om sex och religion, Spansk politik och mycket mer! Den ledande specialbutiken för kartor och resehandböcker. Kartcentrum täcker in världens alla länder och säljer även sjökort, jordglober, atlaser, resetillbehör. Försäljning i både butik och på Internet. Värmland har ett rikt kulturliv och en stark berättartradition. Författare som till exempel Selma Lagerlöf, Nils Ferlin, Gustaf Fröding och Göran Tunström är kända över hela världen. Berättartraditionen lever vidare, det visar sig inte minst genom de många värmländska författare som presenteras på årets Bok- och biblioteksmässa i Göteborg. Passa på att besöka Värmlandsmontern under mässan. Ett av Europas största musikbibliotek, öppet för alla. Låna noter och musiklitteratur. ",24,augusti,2009,https://www.aftonbladet.se/kultur/a/L0oQAx/det-far-du-inte-missa-pa-bokmassan
2719, 08 juli 2009 kl. 00.00,Ett  ögonblick...,"Varför ska vi följa din lista? Annars då, vad blir nytt till nästa säsong? Vad önskar du mest av allt just nu? ",08,juli,2009,https://www.aftonbladet.se/sportbladet/a/KvLeEE/ett-ogonblick
2720, 06 maj 2009 kl. 21.54,Man skjuten i Göteborg - en gripen,"Göteborg. En man i 35-årsåldern greps på onsdagen misstänkt för att ha skjutit en man i en bil i västra Göteborg. Den skottskadade kunde köra till en bensinmack i Västra Frölunda och där slå larm och få hjälp. Omständigheterna kring mannen och hans skada är oklara. Han fördes till Sahlgrenska universitetssjukhuset och därifrån meddelades senare att skadan efter skottet var lindrig. Mannen, i 35-årsåldern precis som den gripne, satt enligt uppgift i bilen när han besköts. Om någon avlossade fler än det skott som träffade honom är oklart. Den skadade mannen är sedan tidigare känd av polisen. Samma gäller den som nu misstänks för att ha hållit i vapnet. Brottsrubriceringen är försök till mord eller dråp. ",06,maj,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G1PBjx/man-skjuten-i-goteborg-en-gripen
2721, 07 april 2009 kl. 13.43,Erkänner vådaskott vid dödsskjutning,Göteborg. Ett skott avlossades av olyckshändelse. Det uppger den 21-årige man som anhållits misstänkt för mord på en jämnårig kvinna i Göteborg. Kvinnan träffades av skottet. Hon hittades död i mannens lägenhet i stadsdelen Nordostpassagen i fredags kväll. Mannen och kvinnan kände varandra sedan tidigare och mannen anhölls i sin frånvaro misstänkt för mord. Sent på måndagskvällen kom han självmant till polisen i sällskap med en advokat. Det fullständiga händelseförloppet är inte klarlagt. Mannen begärdes häktad på tisdagen. Häktningsförhandling hålls på onsdagen. ,07,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/ngL17Q/erkanner-vadaskott-vid-dodsskjutning
2722, 20 april 2009 kl. 14.23,Elva års fängelse för mord,"Göteborg. En 23-årig man dömdes på måndagen till elva års fängelse för att i november förra året ha knivdödat en 17-årig pojke i stadsdelen Änggården i Göteborg. Två män, 24 respektive 17 år, som åtalats för medhjälp till mord friades. ",20,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7lPPxK/elva-ars-fangelse-for-mord
2723, 13 maj 2009 kl. 14.05,Ledaren för Asir dömd till fem års fängelse,"Försökte mörda Bandios-ledaren Mehdi Seyyed 33-åringen pekas ut som en av ledarna för det kriminella gänget Asir. Ett gäng som ursprungligen bilades på svenska anstalter. I dag dömdes han för förberedelse till mord men också skadegörelse, brott mot knivlagen och narkotikabrott till fem års fängelse. 33-åringen har också förbrukat möjlighet att bli villkorligt frigiven. Han förnekar brott. 33-åringen ska i november 2007 bestämt sig för att röja två av konkurrenterna ur vägen. Dels Bandidos-ledaren Mehdi Seyyed och 32-årig man som leder den kriminella gruppen Tigrarna. Den dömde 33-åringen ska ha rest till Zagreb i Kroatien för att inskaffa två explosiva anordningar. I Zagreb ska han kommit i kontakt med en man som hjälpt honom ordna fram bomberna. När 33-åringen kom tillbaka till Sverige lejde han en kurir som skulle frakta laddningarna till Göteborg med buss. Men vid gränsen till Slovenien kontrollerades bussen och sprängladdningarna upptäcktes. Kort därefter häktades 33-åringen i sin frånvaro. I januari kunde polisen gripa honom och mannen har sedan dess suttit häktad. Sprängladdningarna ska ha varit möjliga att fjärrutlösa och skulle ha monterats på en metallyta. Sprängkraften i de två laddningarna ska ha varit kraftiga nog att helt förstöra en personbil och döda människorna i den. Enligt tingsrättens dom rör det sig om två specialkonstruerade bilbomber. Bandios-ledaren Mehdi Seyyed dömdes i januari till nio års fängelse av Göteborgs tingsrätt för anstiftan av försök till mord och för två fall av anstiftan till allmänfarlig ödeläggelse. 33-åringen har ett långt belastningsregister på 20 punkter. Han dömdes senast den 13 april 2007 till 8 månaders fängelse av Uppsala tingsrätt för försök till utpressning, dopningsbrott och grovt vapenbrott. Men frigavs villkorligt i oktober 2007. Mannen ska sitta kvar i häktet tills domen träder i kraft. ",13,maj,2009,https://www.aftonbladet.se/nyheter/a/21vPy4/ledaren-for-asir-domd-till-fem-ars-fangelse
2724, 30 juni 2009 kl. 00.00,Våldtog kvinna i väntan på sitt fängelsestraff,"36-åringen greps av polis efter vild biljakt Tiden i frihet slutade på gräsmattan utanför Örgryte nya kyrka. Efter en vild biljakt genom Göteborg brottades den 36-årige mannen ner av flera poliser. Gripen för kanske hundrade gången. Just denna dag, den 25 juni, misstänkt för att ha rövat bort och våldtagit en 25-årig kvinna. Men egentligen skulle han redan suttit i en cell på Hågaanstalten utanför Södertälje. I november i fjol dömdes han till sex månaders fängelse för olovlig körning, rattfylleri, narkotika- och knivbrott. Enligt åklagaren hade han också bundit, slagit och hoppat på sin 16 år yngre flickvän. I förhören berättade hon först om hur han försökt strypa henne med sladden till en plattång. Men sen ändrade hon sig och tog tillbaka sitt vittnesmål. I tingsrätten räckte inte bevisen och mannen friades på flera åtalspunkter. Han släpptes ur häktet och fick efter domen vänta på en kallelse från Kriminalvården för att avtjäna sitt straff. Två månader senare hade han fortfarande inte fått en plats, i stället umgicks han med sin flickvän. Genast uppstod en misstanke om mord och den 36-årige mannen anhölls. Men inte heller denna gång räckte bevisen för att knyta honom till något brott. Han släpptes fri. Den gravt amfetaminberoende mannen har levt hela sitt vuxna liv i en värld präglad av brott. Hans problem började redan som 14-åring när hans föräldrar skilde sig. Han omhändertogs enligt Lagen om vård av unga, LVU. Men inget blev bättre, bara sämre. Mannen lider av adhd, men trots att det nämnts i flera av frivårdens yttranden har han aldrig fått genomgå en utredning. I mars 2002 misshandlade och hotade han en 51-årig man så grovt att han hoppade i havet i ren skräck och drunknade i det kalla vattnet. Den misstänkte 36-åringen och en kamrat dömdes till sex års fängelse för grov misshandel och vållande till annans död. Under åren på anstalt ville mannen genomgå ett program för missbrukare. Men det blev aldrig av. Nu sitter mannen återigen inlåst en cell. Denna gång på häktet i avvaktan på åtalet för grov våldtäkt. Samtidigt har han börjat tjäna av sitt straff från i november. ",30,juni,2009,https://www.aftonbladet.se/nyheter/a/l1Me3k/valdtog-kvinna-i-vantan-pa-sitt-fangelsestraff
2725, 19 augusti 2009 kl. 00.00,Plågade ihjäl hennes katt,"I går erkände skådespelaren att det är han som har plågat och dödat husdjur i Lerum det senaste året. Till några av de chockade djurägarna har han skickat brev där han berättar vilken tortyr han utsatt deras älsklingar för. Redan i lördags pekades mannen ut på internet som ansvarig för grymheterna. Flera personer kontaktade polisen och namngav honom. I måndags plockades han in till förhör men släpptes. I går morse ringde skådespelaren själv till polisen. Mannen, som är i 20-årsåldern, har spelat tillsammans med bland andra Michael Nyqvist. Sannolikt har han kartlagt djuren och deras ägare. På internet har han själv skrivit om hur han hoppas att hans begär att döda inte ska stegras ytterligare. Han har fantiserat om att våldta och tortera vackra kvinnor till döds. Katten Mjao, 7, blev skådespelarens sista offer. Ägaren Amandine Aubert, 22, förstod direkt vem som gjort det. Hon konfronterade skådespelaren. Han nekade. I dag känner Amandine en kolossal lättnad. Skådespelarens familj har, under lång tid, förgäves försökt få honom intagen för psykiatrisk vård. ",19,augusti,2009,https://www.aftonbladet.se/nyheter/a/KvLXmG/plagade-ihjal-hennes-katt
2726, 05 juni 2009 kl. 00.00,Slog ihjäl sin vän,"De båda männen hade känt varandra sedan barnsben. Nu hade den yngre, 38-åringen, tappat plånboken. Han åkte hem till sin kompis som bor i ett torp i Frillesås, några mil söder om Göteborg. Han ville kolla om plånboken fanns där, erfar Aftonbladet. De båda männen brukade hamna i dispyt med varandra titt som tätt. Den här gången urartade bråket rejält. Men ingen av männen ska ha varit berusad. Mannen i torpet är i 50-årsåldern. Han hade ett järnspett stående utomhus och inom räckhåll, erfar Aftonbladet. Med det gick han till attack mot 38-åringens huvud. Vittnen larmade 112 och ambulansen var först på plats. Då var den sönderslagna 38-åringen fortfarande vid liv. Han låg på gräsmattan utanför torpet, alldeles intill landsvägen. Polisen fick larm någon minut senare, en misshandel. När första patrullen nådde fram var 38-åringen avliden. Den döde hade mycket kraftiga skador på huvudet. Den misstänkte gärningsmannen greps en kort bit därifrån. Brottsrubriceringen är mord alternativt dråp. Polisen höll ett första förhör med den misstänkte i går kväll. Strax före 23 beslöt jouråklagaren att mannen skulle anhållas. Polisen fortsatte den tekniska undersökningen i natt. ",05,juni,2009,https://www.aftonbladet.se/nyheter/a/wEdx3L/slog-ihjal-sin-van
2727, 25 juni 2009 kl. 00.00,NULL,"Azadeh Mohammadian, 21, var på besök hos mannen som hon kände sedan tidigare. På en möbel hade mannen, som är dömd för flera brott sedan tidigare, en pistol. I förhör har mannen sagt att han skulle flytta på den. Skottet träffade Azadeh i ansiktet. Nerblodad och chockad ringde mannen ambulans och flydde sedan från platsen. Först tre dagar senare överlämnade mannen sig till polisen. Men mannens advokat, Lars Halldin, menar i stället att straffet var för hårt och funderar på att överklaga domen. ",25,juni,2009,https://www.aftonbladet.se/nyheter/a/7lPy69/tre-ars-fangelse--for-hennes-dod
2728,NULL,NULL,V ,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/P3vGLz/vi-kommer-aldrig-fa-veta-sanningen-om-allden
2729,NULL,NULL,NULL,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/Rx1Qod/marie-blev-ihjalhuggen--av-en-kvinna
2730, 24 mars 2009 kl. 11.23,Man åtalad för mord på 17-åring,Göteborg. En 23-årig man åtalades på tisdagen för att ha knivmördat en 17-årig pojke i stadsdelen Änggården i Göteborg i november. En 24-årig man och en 17-årig pojke åtalas för medhjälp till mord. Alla tre åtalas också för att ha rånat den mördade pojkens kamrater. ,24,mars,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G1PylQ/man-atalad-for-mord-pa-17-aring
